Country,WHO Group,3TC_Actual,3TC_Computed,3TC_Diff,ABC_Actual,ABC_Computed,ABC_Diff,AZT_Actual,AZT_Computed,AZT_Diff,ddl_Actual,ddl_Computed,ddl_Diff,d4T_Actual,d4T_Computed,d4T_Diff,EFV_Actual,EFV_Computed,EFV_Diff,FTC_Actual,FTC_Computed,FTC_Diff,LPV/r_Actual,LPV/r_Computed,LPV/r_Diff,NVP_Actual,NVP_Computed,NVP_Diff,TDF_Actual,TDF_Computed,TDF_Diff,ATV/r_Actual,ATV/r_Computed,ATV/r_Diff,Overall_Actual,Overall_Computed,Overall_Diff
Cuba,B,98.76,98.74590378682838,-0.01409621317162646,2.41,2.4038953877155755,-0.006104612284424604,38.33,38.307036248384705,-0.022963751615293404,0.06,0.05927573323948675,-0.0007242667605132508,0.31,0.30605703216660574,-0.003942967833394262,72.84,72.84006056432189,6.056432188472627e-05,25.68,25.683709864257743,0.003709864257743334,8.76,8.759203849739531,-0.0007961502604683091,41.54,41.52341914027331,-0.016580859726687436,85.94,84.39472911944529,-1.5452708805547104,1.36,1.3581370230669683,-0.0018629769330318346,375.99,374.3814277494394,-1.6085722505605986
Curacao,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic People's Republic of Korea,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic Republic of the Congo,A,18412.17,18398.80852162004,-13.36147837995668,1278.33,1274.7136264434575,-3.616373556542385,7773.0,7759.302663908744,-13.697336091256147,36.81,36.82479021149537,0.014790211495366634,188.14,188.15557230067552,0.015572300675529505,12017.74,12017.236383312526,-0.5036166874742776,4090.62,4090.3942696785984,-0.22573032140144278,2094.37,2091.354599693357,-3.015400306642732,8193.82,8183.653141139725,-10.16685886027426,13719.18,13459.242169675752,-259.93783032424835,228.66,228.77024230059766,0.11024230059766182,68032.84,67728.45598028497,-304.38401971502753
Denmark,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,A,117.43,117.42268954275075,-0.007310457249261049,3.33,3.3198648564436315,-0.010135143556368575,45.97,45.94267738288851,-0.02732261711148709,0.09,0.08790829721099386,-0.002091702789006139,0.45,0.44827568812406415,-0.0017243118759358578,85.34,85.35820794748277,0.018207947482764553,30.53,30.541394043051557,0.011394043051556224,11.33,11.332667631570716,0.0026676315707163667,49.62,49.60961484621353,-0.01038515378646565,101.47,99.52255795285791,-1.94744204714209,1.74,1.739533660973615,-0.0004663390263850431,447.3,445.32539184956806,-1.9746081504319477
Dominica,B,1.9,1.8963999634511723,-0.0036000365488275676,0.01,0.0067611247100256575,-0.0032388752899743427,0.68,0.6843999118986506,0.0043999118986505215,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5006495676077953,0.0006495676077953316,0.53,0.5309944978380907,0.000994497838090691,0.14,0.14439180005385233,0.004391800053852313,0.76,0.7557191855321115,-0.004280814467888527,1.78,1.7543367244039196,-0.025663275596080393,0.03,0.02663390809550373,-0.0033660919044962677,7.33,7.300286683591121,-0.029713316408878754
Dominican Republic,B,462.25,462.2124047745468,-0.03759522545317395,11.22,11.19272827801507,-0.02727172198493122,178.91,178.82338758608313,-0.08661241391686758,0.28,0.2842838649376588,0.0042838649376587545,1.46,1.456061624757367,-0.003938375242632963,340.88,340.9129111022461,0.032911102246089285,121.39,121.39559516110039,0.005595161100387713,42.46,42.458679085716206,-0.001320914283795105,193.88,193.81810109294724,-0.061898907052750474,404.46,396.9469677385456,-7.513032261454384,6.66,6.663891877789389,0.003891877789389042,1763.86,1756.165012186685,-7.69498781331481
Ecuador,B,119.06,119.05331254375311,-0.00668745624689393,1.08,1.077803452833694,-0.0021965471663061287,44.62,44.60996166999524,-0.01003833000475396,0.02,0.017961944340723963,-0.002038055659276037,0.09,0.09274249471791668,0.0027424947179166825,91.28,91.2794571763608,-0.0005428236392077679,32.87,32.871465723596465,0.001465723596467683,10.02,10.020233775270764,0.00023377527076462457,48.86,48.85446026525815,-0.005539734741851987,109.41,107.37566510449791,-2.0343348955020844,1.79,1.7861439561154124,-0.003856043884587601,459.1,457.0392081067402,-2.060791893259818
Egypt,A,94.49,94.39872141205748,-0.09127858794251154,7.88,7.8544129232386934,-0.02558707676130645,41.14,41.054950233970104,-0.085049766029897,0.23,0.22827992124301494,-0.0017200787569850717,1.17,1.1672208254237153,-0.0027791745762846265,58.88,58.869093897993444,-0.010906102006558172,19.77,19.76399171383059,-0.006008286169411292,11.45,11.425526099479802,-0.02447390052019749,43.0,42.93365998190161,-0.06634001809838708,66.38,65.08291771195337,-1.2970822880466244,1.13,1.1316359450010853,0.001635945001085437,345.5,343.91041066609296,-1.5895893339070426
El Salvador,B,499.78,499.6879077307561,-0.09209226924389213,10.09,10.071894125383613,-0.018105874616386686,192.31,192.22029864178276,-0.08970135821724057,0.24,0.24025413468294712,0.0002541346829471325,1.24,1.2374522407054007,-0.002547759294599272,372.04,372.0248261232254,-0.015173876774611017,132.57,132.56112402175305,-0.00887597824694808,44.39,44.38238922009645,-0.00761077990355119,208.94,208.86253191518227,-0.07746808481772405,442.01,433.8421527854484,-8.167847214551614,7.18,7.186833677954654,0.0068336779546545046,1910.79,1902.317664616971,-8.472335383029076
Equatorial Guinea,A,74.59,74.57016454758305,-0.019835452416955945,2.27,2.2659119671133916,-0.004088032886608417,29.22,29.20132909131987,-0.01867090868012866,0.06,0.06076753485187676,0.0007675348518767638,0.31,0.3099629569444409,-3.7043055559071725e-05,54.08,54.083381500905574,0.0033815009055757628,19.24,19.240724087896528,0.0007240878965291131,7.19,7.187363890976224,-0.002636109023776534,31.53,31.514124810401054,-0.015875189598947514,64.05,62.826993801899086,-1.2230061981009115,1.08,1.0785131251886448,-0.0014868748113552321,283.63,282.33923731507974,-1.290762684920253
Eritrea,A,1196.84,1196.0489465127334,-0.7910534872664812,78.34,78.12400519907796,-0.21599480092204715,500.14,499.31273368126597,-0.8272663187340186,2.23,2.2350108797486006,0.005010879748600594,11.44,11.44088161985153,0.0008816198515297913,793.69,793.6642888860665,-0.02571111393353931,268.49,268.47584107490354,-0.014158925096467101,130.36,130.17633179913068,-0.18366820086933444,528.88,528.2702568467878,-0.6097431532122073,903.92,887.6284397026893,-16.29156029731064,14.34,14.344658751344209,0.004658751344209122,4428.67,4409.7213949536,-18.94860504640019
Estonia,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,A,2415.01,2415.0303251785554,0.020325178555140155,9.68,9.680707101750484,0.0007071017504838295,899.11,899.0823345343216,-0.027665465678410328,0.0,0.0,0.0,0.0,0.0,0.0,1866.83,1866.761357224997,-0.06864277500289973,680.18,680.1453606203634,-0.034639379636587364,203.33,203.42741527908828,0.09741527908826697,986.96,986.9098370041035,-0.050162995896585016,2255.52,2212.2753669272324,-43.244633072767556,38.06,38.07707629072952,0.017076290729519883,9354.67,9311.38978016114,-43.28021983885992
Fiji,A,31.61,31.616314755198193,0.006314755198193467,0.13,0.12631951175515388,-0.003680488244846125,11.76,11.760905321066863,0.0009053210668632516,0.0,0.0,0.0,0.0,0.0,0.0,24.45,24.4549421927321,0.0049421927321020576,8.9,8.903433743394606,0.0034337433946056706,2.65,2.655731636675275,0.005731636675275098,12.91,12.912199814804184,0.002199814804184186,29.53,28.97001853517953,-0.5599814648204706,0.5,0.49687485438123413,-0.0031251456187658677,122.45,121.89674036518713,-0.5532596348128749
Finland,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,A,222.12,222.09016635237876,-0.029833647621245518,4.19,4.175895371049702,-0.014104628950298626,84.73,84.68992702682304,-0.04007297317696157,0.1,0.09980330329288034,-0.00019669670711966458,0.51,0.5121290801095371,0.0021290801095370515,166.58,166.5803544552261,0.000354455226073469,59.33,59.32787229303727,-0.002127706962731679,19.54,19.542966933626023,0.0029669336260234047,92.21,92.18696150165404,-0.023038498345954395,197.93,194.30987817268368,-3.620121827316325,3.19,3.1939726980735723,0.003972698073572367,850.43,846.7099271879547,-3.7200728120452595
Gambia,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,A,17.86,17.857093949220026,-0.0029060507799734125,0.21,0.21200778421995264,0.002007784219952652,6.8,6.795386239954746,-0.004613760045253379,0.0,0.004095036274587622,0.004095036274587622,0.02,0.021143806753958147,0.0011438067539581466,13.49,13.493885704137215,0.003885704137214674,4.89,4.886387011113992,-0.003612988886007251,1.56,1.565378415059123,0.005378415059122954,7.41,7.413337788450835,0.0033377884508345446,16.21,15.905423469217874,-0.30457653078212665,0.27,0.2744166592133681,0.00441665921336809,68.73,68.42855586361567,-0.3014441363843332
Germany,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,A,1223.32,1222.6203570898845,-0.6996429101154718,70.61,70.41510082646066,-0.1948991735393406,506.36,505.6256403813528,-0.7343596186472041,2.0,2.002405234864751,0.0024052348647511934,10.24,10.238522417324168,-0.0014775826758324229,823.85,823.8336037711827,-0.016396228817370684,284.42,284.4123634590024,-0.007636540997623342,132.49,132.33192744536686,-0.15807255463315073,537.24,536.694422135313,-0.5455778646870613,951.61,933.5573059703402,-18.052694029659847,15.89,15.902572927952813,0.012572927952811952,4558.04,4537.634221659046,-20.405778340954384
Greece,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenland,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,B,48.04,48.04758713777087,0.00758713777086939,0.17,0.17130127342077317,0.001301273420773158,17.34,17.34009968244749,9.968244749103405e-05,0.0,0.0,0.0,0.0,0.0,0.0,38.02,38.02077212218328,0.0007721221832781566,13.45,13.453387943607941,0.0033879436079420344,3.66,3.6583409242644636,-0.001659075735536586,19.15,19.14705975445156,-0.0029402455484373036,45.21,44.44824312345498,-0.7617568765450216,0.67,0.6748022804795025,0.004802280479502485,185.71,184.96159424208085,-0.7484057579191585
Guam,A,0.41,0.4131798456342282,0.00317984563422824,0.0,0.0016493086150849866,0.0016493086150849866,0.15,0.1536638561092711,0.003663856109271113,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.31965014933957553,-0.00034985066042447777,0.12,0.1163525498158475,-0.0036474501841524953,0.03,0.03467961753653555,0.004679617536535549,0.17,0.16871502848001138,-0.0012849715199886313,0.39,0.37862586353193556,-0.011374136468064455,0.01,0.0064876000939531825,-0.0035123999060468177,1.6,1.593003819156443,-0.0069961808435570205
Guatemala,B,285.93,285.6807236381978,-0.2492763618022309,25.24,25.1697815239901,-0.07021847600989872,126.48,126.21160803056185,-0.2683919694381558,0.73,0.7259515270130668,-0.004048472986933227,3.72,3.720875907558308,0.000875907558307798,174.69,174.68900143623932,-0.0009985637606746423,57.99,57.99072516148398,0.0007251614839773879,34.81,34.74517675227137,-0.0648232477286328,131.79,131.59616943424632,-0.19383056575367164,195.22,191.51487791700734,-3.705122082992659,3.27,3.268226843994036,-0.0017731560059641716,1039.86,1035.3131181725635,-4.546881827436437
Guinea,A,470.83,470.64866603481164,-0.18133396518834388,23.68,23.611959226496108,-0.06804077350389193,192.17,191.93904468543676,-0.23095531456323215,0.67,0.6657813039243734,-0.004218696075626638,3.4,3.401797038014777,0.0017970380147769305,323.43,323.46083695262297,0.0308369526229626,112.83,112.83719473648237,0.007194736482375674,49.7,49.65588088945543,-0.04411911054457107,204.75,204.58454345118014,-0.16545654881986138,376.69,369.5183052008545,-7.1716947991454845,6.36,6.359743337918856,-0.0002566620811439435,1764.49,1756.6837528571978,-7.806247142802249
Guinea-Bissau,A,165.0,165.03674294489426,0.036742944894257334,0.66,0.6593539534214558,-0.0006460465785442793,61.38,61.391036591615254,0.011036591615251723,0.0,0.0,0.0,0.0,0.0,0.0,127.63,127.65573845500731,0.025738455007314087,46.47,46.47575180162735,0.005751801627347675,13.85,13.862306706883595,0.012306706883595808,67.39,67.40089440164257,0.010894401642573825,154.13,151.22373863444287,-2.9062613655571283,2.59,2.593555182988106,0.003555182988105976,639.11,636.2991186725228,-2.8108813274772046
Guyana,B,673.43,673.173684653444,-0.25631534655599353,30.87,30.791420934525057,-0.07857906547494409,277.33,277.04095428839076,-0.2890457116092193,0.82,0.8232540670085442,0.003254067008544248,4.25,4.250688818133036,0.0006888181330362286,463.64,463.65659685873385,0.01659685873386252,160.61,160.61747287911012,0.007472879110110853,66.58,66.52630149292385,-0.05369850707614887,295.89,295.674993514419,-0.2150064855810001,538.19,528.4044094032556,-9.785590596744441,8.64,8.644455693903002,0.004455693903000935,2520.26,2509.604232603847,-10.655767396153351
Haiti,B,1099.85,1099.6801078324152,-0.16989216758474868,31.11,31.035486358761425,-0.07451364123857473,427.45,427.182209495384,-0.2677905046160163,0.82,0.8162267927113513,-0.0037732072886486057,4.17,4.17524032510831,0.00524032510830974,805.36,805.4232588874838,0.06325888748381203,284.84,284.8603912397151,0.020391239715138454,102.27,102.23763173997668,-0.032368260023318385,462.32,462.13369244792835,-0.1863075520716393,950.9,933.460704093682,-17.439295906317966,15.44,15.451025368041705,0.011025368041705619,4184.53,4166.4559745812085,-18.07402541879128
Honduras,B,635.18,634.7213330367542,-0.45866696324571876,47.38,47.2485310402519,-0.1314689597481049,276.9,276.4131099527843,-0.4868900472156952,1.33,1.3261097446873307,-0.0038902553126693995,6.83,6.826318491852302,-0.003681508147698409,401.76,401.7621220865951,0.002122086595136352,134.73,134.73039622524755,0.0003962252475560035,71.47,71.36540152005789,-0.10459847994211202,290.49,290.1386375612292,-0.3513624387708205,453.58,445.27031891723317,-8.309681082766815,7.33,7.331158182352508,0.0011581823525075308,2326.99,2317.1334367590453,-9.856563240954529
Hungary,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,A,13800.33,13803.33228933403,3.002289334030138,54.68,54.71675671181694,0.036756711816941845,5123.83,5124.7456733207655,0.9156733207655634,0.0,0.0,0.0,0.0,0.0,0.0,10691.97,10693.822097371003,1.8520973710037651,3885.72,3886.3581329365747,0.638132936574948,1150.92,1151.6965594762964,0.7765594762963701,5628.05,5628.920990897273,0.8709908972732592,12898.23,12656.441507881336,-241.78849211866327,215.11,215.25077452602739,0.1407745260273714,53448.83,53215.28478245512,-233.54521754488087
Indonesia,A,503.69,503.56284853676635,-0.1271514632336448,27.4,27.31959217023318,-0.08040782976681982,207.92,207.68381429395637,-0.23618570604361366,0.78,0.7766837797357612,-0.003316220264238834,3.96,3.9650750197850293,0.005075019785029333,340.63,340.73028630119074,0.10028630119074933,119.09,119.12643492841046,0.0364349284104577,55.14,55.09502752295374,-0.044972477046258064,220.76,220.60645016895762,-0.15354983104236908,396.93,389.2021695556447,-7.727830444355334,6.92,6.9284670164693285,0.00846701646932857,1883.22,1874.9968492941034,-8.223150705896614
Iran,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,B,480.78,480.7717712871571,-0.00822871284287885,3.97,3.9629251777300816,-0.007074822269918624,181.18,181.1539754819016,-0.02602451809841,0.06,0.05932147389649371,-0.0006785261035062856,0.31,0.30629320385049447,-0.0037067961495055313,367.1,367.0876184053401,-0.012381594659927941,133.34,133.3348257103029,-0.005174289697094991,41.4,41.41048213304271,0.010482133042714281,198.2,198.17709664213876,-0.02290335786122455,442.32,433.82500441005897,-8.494995589941027,7.48,7.482646257543126,0.002646257543125863,1856.13,1847.5719601829624,-8.558039817037752
Japan,A,8.36,8.362941992133873,0.0029419921338735833,0.03,0.03398915719148273,0.003989157191482733,3.12,3.1237698351550347,0.0037698351550345954,0.0,0.0,0.0,0.0,0.0,0.0,6.45,6.446239374487089,-0.003760625512911453,2.36,2.355884674090607,-0.004115325909392897,0.71,0.7127610067574826,0.002761006757482587,3.43,3.4261632201641916,-0.003836779835808546,7.8,7.651845872392895,-0.14815412760710522,0.13,0.1336630648157177,0.0036630648157177093,32.4,32.24725819718837,-0.15274180281162586
Jordan,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,A,281.4,281.25301648948556,-0.14698351051441705,17.93,17.880735820537772,-0.049264179462227276,122.12,121.9547117122999,-0.16528828770010762,0.49,0.48900920581996776,-0.0009907941800322284,2.52,2.5248900023004444,0.0048900023004443405,181.08,181.0952159301457,0.01521593014570044,62.14,62.142057407002895,0.0020574070028942515,30.75,30.7170307664094,-0.03296923359059889,128.61,128.48365794423978,-0.12634205576023305,207.89,203.91549286424893,-3.974507135751054,3.52,3.5216129270160015,0.0016129270160014642,1038.44,1033.9774310695063,-4.462568930493717
Kenya,A,84805.45,84705.47094822067,-99.9790517793299,10524.81,10495.198148112508,-29.611851887491866,40823.72,40716.128970794125,-107.59102920587611,301.17,301.3151590033224,0.14515900332236242,1550.71,1550.8346059900819,0.12460599008181816,45146.19,45151.822902900094,5.632902900091722,13883.04,13884.723334725639,1.6833347256379056,11320.82,11294.173887105928,-26.646112894071848,41734.31,41656.68096860177,-77.62903139822447,47478.87,46637.41202554494,-841.4579744550647,747.34,747.8144263582466,0.47442635824654644,298316.44,297141.57537735737,-1174.8646226426354
Kiribati,A,0.21,0.20799921359582269,-0.002000786404177307,0.0,0.0008302798370716893,0.0008302798370716893,0.08,0.07735605104302382,-0.002643948956976186,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16091535052093828,0.000915350520938274,0.06,0.05857313496116041,-0.0014268650388395906,0.02,0.017458095431375373,-0.0025419045686246276,0.08,0.0849329743849735,0.004932974384973504,0.19,0.19060436440406534,0.0006043644040653329,0.0,0.0032659282196959632,0.0032659282196959632,0.81,0.8019353923981271,-0.008064607601872997
Kuwait,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,A,152.22,152.24089950163537,0.02089950163536969,2.84,2.836378182360247,-0.003621817639752667,59.18,59.173578897787955,-0.006421102212044616,0.06,0.06469392197403961,0.0046939219740396165,0.33,0.33403264163087004,0.004032641630870026,112.47,112.49878055498755,0.028780554987548612,40.62,40.62981317762104,0.009813177621040836,13.92,13.926607399125787,0.006607399125787339,64.19,64.18395784996585,-0.006042150034147653,134.76,132.1651382166761,-2.5948617833238927,2.32,2.317254448633293,-0.0027455513667069553,582.92,580.3711347923982,-2.548865207601807
Lao People's Democratic Republic,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,A,6.39,6.3929206800897775,0.0029206800897778606,0.13,0.1311576911403758,0.0011576911403757828,2.5,2.4985772537695605,-0.0014227462304394756,0.0,0.00306649938640426,0.00306649938640426,0.02,0.015833185859578783,-0.004166814140421218,4.69,4.695568850488892,0.0055688504888919965,1.69,1.6939773849943982,0.003977384994398259,0.59,0.5910033974163355,0.001003397416335483,2.71,2.7060662363585837,-0.003933763641416288,5.62,5.510208766533669,-0.10979123346633113,0.1,0.09690865826815648,-0.0030913417318435277,24.44,24.335288604305735,-0.10471139569426668
Lebanon,A,23.34,23.337182930683102,-0.0028170693168974026,0.09,0.09309225979380031,0.003092259793800317,8.68,8.677770744561375,-0.002229255438624733,0.0,0.0,0.0,0.0,0.0,0.0,18.06,18.05695714795987,-0.003042852040127997,6.57,6.571703501594808,0.0017035015948074772,1.96,1.9576268847256033,-0.0023731152743966533,9.53,9.528117956723456,-0.0018820432765433992,21.8,21.386751416752794,-0.41324858324720637,0.37,0.3661844428689846,-0.00381555713101539,90.39,89.9753872856638,-0.41461271433620084
Lesotho,A,2023.48,2021.6982278719902,-1.781772128009834,189.06,188.5315138632742,-0.5284861367258031,908.25,906.3184950156182,-1.9315049843818315,5.41,5.412261679383716,0.002261679383716242,27.79,27.788315176884183,-0.001684823115816414,1212.05,1212.1465875850893,0.09658758508930987,397.3,397.32457077260415,0.024570772604135982,247.78,247.32700577839867,-0.4529942216013296,943.64,942.2427255388155,-1.3972744611844519,1341.53,1316.72855268467,-24.80144731533005,21.97,21.98196689408379,0.011966894083791146,7318.26,7287.500222860811,-30.759777139189282
Liberia,A,157.98,157.92716821926913,-0.05283178073085537,4.51,4.502853291123225,-0.00714670887677471,61.82,61.769277634293985,-0.05072236570601518,0.12,0.11934735658611151,-0.0006526434138884873,0.61,0.6087668298723362,-0.001233170127663774,114.84,114.8294604422022,-0.010539557797798693,41.03,41.0284059019161,-0.0015940980838990981,15.21,15.200428476257494,-0.009571523742506471,66.74,66.70404821489427,-0.03595178510572339,136.42,133.77289918624402,-2.6471008137559693,2.32,2.3247364921852443,0.004736492185244412,601.61,598.7873920448441,-2.822607955155945
Libya,A,10.19,10.19284182688127,0.0028418268812711034,0.04,0.04072238966445052,0.0007223896644505193,3.79,3.791574617874954,0.001574617874954054,0.0,0.0,0.0,0.0,0.0,0.0,7.88,7.884151899435366,0.004151899435366424,2.87,2.870391031999188,0.0003910319991877742,0.86,0.8561505583405671,-0.003849441659432906,4.16,4.162749720864653,0.0027497208646529714,9.52,9.33973623610097,-0.18026376389902943,0.16,0.16018068023987087,0.0001806802398708618,39.47,39.298498961401286,-0.1715010385987128
Lithuania,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
